        # num denom aH bH cH sH aMH bMH cMH sMH aPL bPL sPL aE bE sE aL bL sL bestS function min max
l3033 l3044     3363.8088       1.0198      -0.2303      68.4979       0.2000       0.2000       0.2000     242.9700    3433.3887      -0.2117      68.1214    4312.4736       0.8041      78.1318    3440.5469    -737.5955      67.8999      67.8999  LO         0.50         1.61
l3044 l3033     3481.1531       0.9869       0.2265      67.7710    3363.9790       1.0197       0.2302      68.4898    3433.3926       0.2117      68.1189    2831.7427       1.2024      86.9320    3440.5442     737.6520      67.9006      67.7710  HO         0.62         2.02
l3067 l3094        0.2000       0.2000       0.2000     242.9608    6120.8447       0.5514      -0.1773      61.0724    3359.8865       0.3416      85.3328    2539.1523       1.3221     114.8681    3362.0891    1218.1086      77.6196      61.0724  MH         0.86         1.86
l3094 l3067     6125.4697       0.5510       0.1780      61.0678       0.2000       0.2000       0.2000     242.9626    3359.8508      -0.3417      85.3398    4997.3516       0.6742      65.6629    3362.0823   -1218.1313      77.6212      61.0678  HO         0.54         1.16
l3095 l3096     3568.4900       1.0110      -0.4272      72.6614       0.2000       0.2000       0.2000     242.9624    3608.0405      -0.4151      72.6724    5267.4839       0.6871      74.1438    3612.8438   -1440.0767      73.0523      72.6614  HO         0.87         1.39
l3096 l3095     2266.5942       1.5861      -0.0072      72.7035    3527.2566       1.0227       0.4400      72.6515    3608.0352       0.4151      72.6728    2285.8818       1.5728      72.6905    3612.8416    1440.0349      73.0526      72.6515  MH         0.72         1.15
l3189 l3210     3828.0427       0.8263       0.6762      69.5744    3797.4980       0.8342       0.2886      72.0577    3174.9866       0.4337      75.6525    2284.1130       1.4007      91.2114    3165.9897    1519.5000      71.0507      69.5744  HO         0.95         1.76
l3210 l3189     3765.1313       0.8415      -0.2956      72.2060       0.2000       0.2000       0.2000     242.9597    3175.0320      -0.4336      75.6381    5411.5664       0.5830      67.4848    3165.9619   -1519.7002      71.0620      67.4848  EX         0.57         1.06
l3277 l3287        0.2000       0.2000       0.2000     242.9341       0.2000       0.2000       0.2000     242.9658    3317.2974      -0.2246      83.2291    4441.9087       0.7482      49.9366    3316.7505    -801.3909      73.2619      49.9366  EX         0.36         1.15
l3287 l3277        0.2000       0.2000       0.2000     242.9643    4529.6279       0.7338      -0.0154      49.1239    3317.2371       0.2246      83.2709    2864.6750       1.1623     138.9264    3316.7595     801.3484      73.2572      49.1239  MH         0.87         2.81
l3516 l3532        0.2000       0.2000       0.2000     242.9403    2978.7944       0.9571      -0.3618      75.4143    2899.6580      -0.2705      78.8224    4622.8228       0.5811      73.9715    2844.8145    -952.1079      76.2104      73.9715  EX         0.30         0.69
l3614 l3630     7079.1064       0.4056       0.2751      73.2802    3777.5439       0.7817      -0.6922      79.1611    3098.2266      -0.2466     106.2901    4599.9663       0.6481      83.4051    3067.1169    -891.0808     100.2178      73.2802  HO         0.32         0.82
