                        # n, d, f, numerator, denominator, feature, p0, p1, p2, sigma_fit, Rap, minr, maxr, minew, maxew
 937  942  940       6783.74      6787.29      6785.77  -4.53955E-02 -4.13602E-01  2.02368E+00        0.0919       0.3985       0.9251       2.1348      27.2500      43.9700
 937  943  940       6783.74      6788.76      6785.77  -4.31053E-02 -7.61422E-01  1.90698E+00        0.0817       0.5238       0.4148       1.1528      27.2500      43.9700
 937  945  940       6783.74      6790.93      6785.77  -4.05958E-02 -5.06626E-01  1.84605E+00        0.0929       0.3847       0.6838       1.5916      27.2500      43.9700
 937  946  940       6783.74      6793.67      6785.77  -3.69378E-02 -2.75404E-01  1.59363E+00        0.0976       0.3163       0.8805       2.2024      27.2500      43.9700
 937  949  940       6783.74      6796.94      6785.77  -4.37499E-02 -3.47944E-01  1.85582E+00        0.0879       0.4497       0.6720       2.2075      27.2500      43.9700
 938  923  940       6784.13      6770.51      6785.77  -4.03234E-02 -2.66962E-01  1.56937E+00        0.0937       0.3746       0.7276       2.4741      27.2500      43.9700
 938  925  940       6784.13      6771.81      6785.77  -4.27019E-02 -2.17552E-01  1.72384E+00        0.0926       0.3870       1.3063       3.3503      27.2500      43.9700
 938  927  940       6784.13      6773.49      6785.77  -4.05630E-02 -2.46279E-01  1.63582E+00        0.0971       0.3273       0.9219       2.7174      27.2500      43.9700
 938  928  939       6784.13      6775.32      6785.38  -3.66498E-02 -1.98450E-01  1.20755E+00        0.0994       0.2968       0.9357       2.3536      20.7600      37.4500
 938  928  940       6784.13      6775.32      6785.77  -3.94417E-02 -3.13966E-01  1.68846E+00        0.0915       0.4043       0.9357       2.3536      27.2500      43.9700
 938  934  939       6784.13      6779.36      6785.38  -3.81700E-02 -1.49372E-01  1.16649E+00        0.0953       0.3537       0.7870       2.8769      20.7600      37.4500
 938  934  940       6784.13      6779.36      6785.77  -3.88146E-02 -1.90633E-01  1.47051E+00        0.0946       0.3622       0.7870       2.8769      27.2500      43.9700
 938  942  940       6784.13      6787.29      6785.77  -4.25315E-02 -2.38993E-01  1.80506E+00        0.0982       0.3138       1.5187       3.0984      27.2500      43.9700
 938  943  940       6784.13      6788.76      6785.77  -4.08645E-02 -4.55597E-01  1.73356E+00        0.0903       0.4182       0.6723       1.6732      27.2500      43.9700
 938  945  940       6784.13      6790.93      6785.77  -4.00586E-02 -3.88173E-01  1.86112E+00        0.0929       0.3849       1.1325       2.3099      27.2500      43.9700
 938  946  939       6784.13      6793.67      6785.38  -3.70859E-02 -1.36979E-01  1.23756E+00        0.0987       0.3047       1.3593       3.0840      20.7600      37.4500
 938  949  940       6784.13      6796.94      6785.77  -4.18072E-02 -2.13101E-01  1.71436E+00        0.0930       0.3832       1.1129       3.2039      27.2500      43.9700
 939  923  936       6785.38      6770.51      6783.41  -1.84299E-02 -9.96529E-01  1.81526E+00        0.0994       0.2949       0.2256       0.7818      64.4500      94.5600
 939  923  940       6785.38      6770.51      6785.77  -3.79986E-02 -7.48540E-01  1.49296E+00        0.0800       0.5447       0.2256       0.7818      27.2500      43.9700
 939  923  951       6785.38      6770.51      6798.21  -1.96458E-02 -1.21519E+00  1.78810E+00        0.0987       0.3051       0.2256       0.7818      48.3000      81.5600
 939  924  940       6785.38      6771.04      6785.77  -2.62452E-02 -9.77331E-01  1.23597E+00        0.0827       0.5133       0.3130       0.7585      27.2500      43.9700
 939  924  948       6785.38      6771.04      6796.63  -7.88331E-03 -1.24158E+00  1.14088E+00        0.0984       0.3091       0.3130       0.7585      63.9800     101.9400
 939  924  951       6785.38      6771.04      6798.21  -9.46299E-03 -1.29027E+00  1.16347E+00        0.1000       0.2889       0.3130       0.7585      48.3000      81.5600
 939  925  940       6785.38      6771.81      6785.77  -3.94068E-02 -4.85281E-01  1.53398E+00        0.0839       0.4976       0.3948       1.2827      27.2500      43.9700
 939  927  940       6785.38      6773.49      6785.77  -3.80226E-02 -6.69744E-01  1.54000E+00        0.0808       0.5349       0.3303       0.8735      27.2500      43.9700
 939  928  936       6785.38      6775.32      6783.41  -1.64568E-02 -9.88287E-01  1.75553E+00        0.0972       0.3266       0.2828       0.8177      64.4500      94.5600
 939  928  940       6785.38      6775.32      6785.77  -3.63031E-02 -8.01758E-01  1.54254E+00        0.0769       0.5798       0.2828       0.8177      27.2500      43.9700
 939  928  948       6785.38      6775.32      6796.63  -1.39125E-02 -1.11643E+00  1.65776E+00        0.0960       0.3428       0.2828       0.8177      63.9800     101.9400
 939  928  951       6785.38      6775.32      6798.21  -1.78366E-02 -1.21046E+00  1.78621E+00        0.0941       0.3705       0.2828       0.8177      48.3000      81.5600
 939  931  940       6785.38      6777.54      6785.77  -3.94411E-02 -4.77383E-01  1.52846E+00        0.0891       0.4353       0.3628       1.0875      27.2500      43.9700
 939  932  940       6785.38      6777.83      6785.77  -3.32127E-02 -2.07739E+00  1.72165E+00        0.0779       0.5687       0.2356       0.4463      27.2500      43.9700
 939  933  940       6785.38      6779.04      6785.77  -3.07608E-02 -1.52894E+00  1.76037E+00        0.0814       0.5286       0.4142       0.6880      27.2500      43.9700
 939  933  944       6785.38      6779.04      6790.05  -3.04759E-02 -1.26437E+00  1.62478E+00        0.0986       0.3047       0.4142       0.6880      24.1400      41.1200
 939  934  936       6785.38      6779.36      6783.41  -1.89850E-02 -7.93698E-01  1.83720E+00        0.0930       0.3835       0.2379       0.9593      64.4500      94.5600
 939  934  940       6785.38      6779.36      6785.77  -3.69862E-02 -5.62115E-01  1.42472E+00        0.0829       0.5113       0.2379       0.9593      27.2500      43.9700
 939  934  948       6785.38      6779.36      6796.63  -1.57352E-02 -8.81447E-01  1.66420E+00        0.0925       0.3880       0.2379       0.9593      63.9800     101.9400
 939  934  951       6785.38      6779.36      6798.21  -1.92999E-02 -9.20952E-01  1.71245E+00        0.0972       0.3272       0.2379       0.9593      48.3000      81.5600
 939  935  940       6785.38      6780.23      6785.77  -3.37814E-02 -1.25588E+00  1.56339E+00        0.0871       0.4595       0.2565       0.5444      27.2500      43.9700
 939  936  940       6785.38      6783.41      6785.77  -3.01622E-02 -2.69767E+00  1.82879E+00        0.0879       0.4504       0.2695       0.4147      27.2500      43.9700
 939  942  940       6785.38      6787.29      6785.77  -3.93734E-02 -6.73977E-01  1.70218E+00        0.0797       0.5478       0.4630       1.0614      27.2500      43.9700
 939  943  940       6785.38      6788.76      6785.77  -3.75352E-02 -1.16308E+00  1.58118E+00        0.0748       0.6015       0.2076       0.5838      27.2500      43.9700
 939  943  948       6785.38      6788.76      6796.63  -1.40662E-02 -1.58761E+00  1.65547E+00        0.0988       0.3014       0.2076       0.5838      63.9800     101.9400
 939  943  951       6785.38      6788.76      6798.21  -1.82471E-02 -1.74314E+00  1.80629E+00        0.0969       0.3299       0.2076       0.5838      48.3000      81.5600
 939  945  940       6785.38      6790.93      6785.77  -3.59433E-02 -9.29512E-01  1.63277E+00        0.0732       0.6187       0.3423       0.7911      27.2500      43.9700
 939  945  948       6785.38      6790.93      6796.63  -1.31164E-02 -1.23835E+00  1.70195E+00        0.0969       0.3292       0.3423       0.7911      63.9800     101.9400
 939  945  951       6785.38      6790.93      6798.21  -1.62994E-02 -1.31143E+00  1.78166E+00        0.0967       0.3336       0.3423       0.7911      48.3000      81.5600
 939  946  940       6785.38      6793.67      6785.77  -3.31478E-02 -5.77389E-01  1.48121E+00        0.0779       0.5659       0.4407       1.2030      27.2500      43.9700
 939  947  940       6785.38      6794.28      6785.77  -3.58597E-02 -1.29291E+00  1.76762E+00        0.0876       0.4546       0.3688       0.6690      27.2500      43.9700
 939  948  940       6785.38      6796.63      6785.77  -3.46295E-02 -2.26868E+00  1.80816E+00        0.0906       0.4168       0.2585       0.4175      27.2500      43.9700
 939  949  940       6785.38      6796.94      6785.77  -3.85504E-02 -5.62962E-01  1.58229E+00        0.0777       0.5700       0.3363       1.1054      27.2500      43.9700
 939  950  940       6785.38      6797.48      6785.77  -3.24271E-02 -1.73097E+00  1.77153E+00        0.0810       0.5338       0.3392       0.6047      27.2500      43.9700
 939  951  940       6785.38      6798.21      6785.77  -3.39051E-02 -1.74121E+00  1.72574E+00        0.0876       0.4532       0.3098       0.5152      27.2500      43.9700
 939  952  940       6785.38      6799.25      6785.77  -3.53559E-02 -1.87576E+00  1.75347E+00        0.0720       0.6304       0.2477       0.4888      27.2500      43.9700
 939  953  940       6785.38      6799.71      6785.77  -3.21689E-02 -8.96487E-01  1.55412E+00        0.0916       0.4031       0.4319       0.9402      27.2500      43.9700
 939  953  944       6785.38      6799.71      6790.05  -3.58390E-02 -8.82960E-01  1.68870E+00        0.0891       0.4341       0.4319       0.9402      24.1400      41.1200
 940  924  939       6785.77      6771.04      6785.38  -3.01441E-02 -7.03866E-01  1.13073E+00        0.0826       0.5152       0.4090       0.8694      20.7600      37.4500
 940  925  939       6785.77      6771.81      6785.38  -3.62973E-02 -2.78072E-01  1.11966E+00        0.0983       0.3126       0.5787       1.3511      20.7600      37.4500
 940  925  951       6785.77      6771.81      6798.21  -2.32141E-02 -8.73435E-01  2.19937E+00        0.0985       0.3037       0.5787       1.3511      48.3000      81.5600
 940  927  939       6785.77      6773.49      6785.38  -3.64525E-02 -4.11624E-01  1.17916E+00        0.0919       0.3988       0.4766       1.0683      20.7600      37.4500
 940  928  936       6785.77      6775.32      6783.41  -1.83548E-02 -9.60907E-01  2.00040E+00        0.0916       0.4028       0.4413       1.0364      64.4500      94.5600
 940  928  939       6785.77      6775.32      6785.38  -3.48355E-02 -5.14459E-01  1.19324E+00        0.0872       0.4595       0.4413       1.0364      20.7600      37.4500
 940  928  948       6785.77      6775.32      6796.63  -1.44428E-02 -1.01961E+00  1.76359E+00        0.0961       0.3416       0.4413       1.0364      63.9800     101.9400
 940  928  951       6785.77      6775.32      6798.21  -1.85529E-02 -1.11165E+00  1.90674E+00        0.0967       0.3354       0.4413       1.0364      48.3000      81.5600
 940  931  939       6785.77      6777.54      6785.38  -3.79452E-02 -2.68522E-01  1.15686E+00        0.0944       0.3661       0.4572       1.3529      20.7600      37.4500
 940  932  939       6785.77      6777.83      6785.38  -3.29315E-02 -1.77092E+00  1.54300E+00        0.0842       0.4960       0.3488       0.5123      20.7600      37.4500
 940  934  936       6785.77      6779.36      6783.41  -1.97669E-02 -6.63881E-01  1.90444E+00        0.0946       0.3612       0.3712       1.2260      64.4500      94.5600
 940  934  939       6785.77      6779.36      6785.38  -3.69192E-02 -3.61982E-01  1.14247E+00        0.0864       0.4696       0.3712       1.2260      20.7600      37.4500
 940  934  948       6785.77      6779.36      6796.63  -1.53785E-02 -6.96485E-01  1.61417E+00        0.0984       0.3070       0.3712       1.2260      63.9800     101.9400
 940  935  939       6785.77      6780.23      6785.38  -3.25333E-02 -8.30410E-01  1.22400E+00        0.0996       0.2939       0.3990       0.6239      20.7600      37.4500
 940  942  936       6785.77      6787.29      6783.41  -2.15167E-02 -8.91359E-01  2.41147E+00        0.0975       0.3214       0.6570       1.3564      64.4500      94.5600
 940  942  939       6785.77      6787.29      6785.38  -3.72497E-02 -3.98249E-01  1.27443E+00        0.0947       0.3628       0.6570       1.3564      20.7600      37.4500
 940  943  936       6785.77      6788.76      6783.41  -1.90349E-02 -1.44848E+00  2.07542E+00        0.0918       0.3976       0.3240       0.6754      64.4500      94.5600
 940  943  939       6785.77      6788.76      6785.38  -3.50569E-02 -7.20318E-01  1.18568E+00        0.0905       0.4171       0.3240       0.6754      20.7600      37.4500
 940  943  948       6785.77      6788.76      6796.63  -1.50404E-02 -1.54347E+00  1.83772E+00        0.0941       0.3657       0.3240       0.6754      63.9800     101.9400
 940  943  951       6785.77      6788.76      6798.21  -1.98118E-02 -1.72137E+00  2.03762E+00        0.0932       0.3811       0.3240       0.6754      48.3000      81.5600
 940  945  936       6785.77      6790.93      6783.41  -1.71436E-02 -1.12408E+00  2.05894E+00        0.0943       0.3651       0.5291       0.9918      64.4500      94.5600
 940  945  939       6785.77      6790.93      6785.38  -3.45373E-02 -6.40161E-01  1.29502E+00        0.0849       0.4869       0.5291       0.9918      20.7600      37.4500
 940  945  948       6785.77      6790.93      6796.63  -1.40744E-02 -1.24323E+00  1.93326E+00        0.0949       0.3563       0.5291       0.9918      63.9800     101.9400
 940  945  951       6785.77      6790.93      6798.21  -1.76296E-02 -1.32659E+00  2.04128E+00        0.0969       0.3312       0.5291       0.9918      48.3000      81.5600
 940  946  939       6785.77      6793.67      6785.38  -3.50275E-02 -3.98907E-01  1.26163E+00        0.0808       0.5346       0.6203       1.4379      20.7600      37.4500
 940  947  939       6785.77      6794.28      6785.38  -3.58668E-02 -9.55905E-01  1.48823E+00        0.0948       0.3611       0.5200       0.7598      20.7600      37.4500
 940  948  939       6785.77      6796.63      6785.38  -3.68912E-02 -1.79256E+00  1.63650E+00        0.0947       0.3619       0.3519       0.4972      20.7600      37.4500
 940  949  936       6785.77      6796.94      6783.41  -1.93011E-02 -6.64825E-01  2.01676E+00        0.0995       0.2917       0.5249       1.3137      64.4500      94.5600
 940  949  939       6785.77      6796.94      6785.38  -3.59321E-02 -3.26315E-01  1.16623E+00        0.0931       0.3834       0.5249       1.3137      20.7600      37.4500
 940  950  937       6785.77      6797.48      6783.74  -1.60705E-02 -3.00054E+00  2.46498E+00        0.0988       0.3058       0.4529       0.6931      42.1900      72.7100
 940  950  939       6785.77      6797.48      6785.38  -3.35228E-02 -1.57893E+00  1.69550E+00        0.0846       0.4916       0.4529       0.6931      20.7600      37.4500
 940  951  939       6785.77      6798.21      6785.38  -3.61597E-02 -1.33282E+00  1.53963E+00        0.0936       0.3760       0.4188       0.5864      20.7600      37.4500
 940  952  939       6785.77      6799.25      6785.38  -3.49200E-02 -1.48312E+00  1.50634E+00        0.0825       0.5159       0.3451       0.5558      20.7600      37.4500
 941  925  940       6786.50      6771.81      6785.77  -4.05760E-02 -3.82132E-01  1.58657E+00        0.0900       0.4197       0.4859       1.5096      27.2500      43.9700
 941  927  940       6786.50      6773.49      6785.77  -3.86735E-02 -4.30514E-01  1.50758E+00        0.0926       0.3870       0.4231       1.2244      27.2500      43.9700
 941  928  939       6786.50      6775.32      6785.38  -3.55738E-02 -3.22528E-01  1.10995E+00        0.0998       0.2904       0.3793       1.0829      20.7600      37.4500
 941  928  940       6786.50      6775.32      6785.77  -3.72656E-02 -4.88209E-01  1.49257E+00        0.0902       0.4201       0.3793       1.0829      27.2500      43.9700
 941  931  940       6786.50      6777.54      6785.77  -3.93769E-02 -2.72464E-01  1.45157E+00        0.0991       0.2994       0.4103       1.5507      27.2500      43.9700
 941  934  939       6786.50      6779.36      6785.38  -3.69496E-02 -2.72281E-01  1.10473E+00        0.0951       0.3558       0.3039       1.2963      20.7600      37.4500
 941  934  940       6786.50      6779.36      6785.77  -3.74030E-02 -3.48711E-01  1.38828E+00        0.0922       0.3934       0.3039       1.2963      27.2500      43.9700
 941  942  940       6786.50      6787.29      6785.77  -3.94669E-02 -3.64387E-01  1.56835E+00        0.0958       0.3441       0.5060       1.4174      27.2500      43.9700
 941  943  940       6786.50      6788.76      6785.77  -3.84801E-02 -7.32720E-01  1.54277E+00        0.0886       0.4396       0.2718       0.7642      27.2500      43.9700
 941  945  940       6786.50      6790.93      6785.77  -3.69929E-02 -5.38275E-01  1.54492E+00        0.0921       0.3933       0.4279       1.0408      27.2500      43.9700
 941  946  939       6786.50      6793.67      6785.38  -3.60252E-02 -2.21568E-01  1.13532E+00        0.0988       0.3025       0.5677       1.5746      20.7600      37.4500
 941  946  940       6786.50      6793.67      6785.77  -3.48613E-02 -2.67166E-01  1.35715E+00        0.0982       0.3080       0.5677       1.5746      27.2500      43.9700
 941  949  940       6786.50      6796.94      6785.77  -3.90665E-02 -3.44601E-01  1.52585E+00        0.0915       0.4014       0.4605       1.4436      27.2500      43.9700
 941  952  940       6786.50      6799.25      6785.77  -3.69474E-02 -9.34213E-01  1.57890E+00        0.0974       0.3204       0.3097       0.6371      27.2500      43.9700
 941  953  940       6786.50      6799.71      6785.77  -3.52970E-02 -5.38774E-01  1.54016E+00        0.0972       0.3268       0.5966       1.2306      27.2500      43.9700
 942  926  940       6787.29      6773.22      6785.77  -3.97011E-02  3.78371E-01  8.20945E-01        0.0981       0.3128       0.7083       1.6161      27.2500      43.9700
 942  929  940       6787.29      6776.08      6785.77  -4.22413E-02  5.96336E-01  9.31834E-01        0.0925       0.3891       0.4213       1.0353      27.2500      43.9700
 942  930  940       6787.29      6777.25      6785.77  -4.14761E-02  5.20677E-01  8.92544E-01        0.0928       0.3854       0.4904       1.2135      27.2500      43.9700
 942  934  939       6787.29      6779.36      6785.38  -3.54812E-02 -6.46472E-01  1.32923E+00        0.0891       0.4357       0.5081       0.9855      20.7600      37.4500
 942  934  940       6787.29      6779.36      6785.77  -3.31961E-02 -6.94551E-01  1.49404E+00        0.0988       0.3033       0.5081       0.9855      27.2500      43.9700
 942  936  940       6787.29      6783.41      6785.77  -4.38180E-02  1.32266E+00  7.22220E-01        0.0894       0.4305       0.3461       0.6720      27.2500      43.9700
 942  937  940       6787.29      6783.74      6785.77  -4.43595E-02  7.71931E-01  8.43358E-01        0.0906       0.4157       0.4684       1.0809      27.2500      43.9700
 942  938  940       6787.29      6784.13      6785.77  -4.20560E-02  9.99520E-01  8.00940E-01        0.0965       0.3359       0.3228       0.6585      27.2500      43.9700
 942  939  940       6787.29      6785.38      6785.77  -3.84706E-02  3.11995E-01  7.35615E-01        0.0796       0.5489       0.9421       2.1596      27.2500      43.9700
 942  940  939       6787.29      6785.77      6785.38  -3.60299E-02  3.04307E-01  5.35905E-01        0.0979       0.3185       0.7372       1.5220      20.7600      37.4500
 942  941  940       6787.29      6786.50      6785.77  -3.85917E-02  2.69140E-01  8.95119E-01        0.0982       0.3104       0.7055       1.9764      27.2500      43.9700
 942  944  940       6787.29      6790.05      6785.77  -4.13007E-02  3.55176E-01  8.66208E-01        0.0916       0.3994       0.6848       1.8835      27.2500      43.9700
 942  948  940       6787.29      6796.63      6785.77  -3.97415E-02  1.23752E+00  6.46629E-01        0.0958       0.3444       0.3512       0.5859      27.2500      43.9700
 942  950  940       6787.29      6797.48      6785.77  -4.27698E-02  1.03379E+00  6.64111E-01        0.0989       0.3027       0.4910       0.8121      27.2500      43.9700
 942  951  940       6787.29      6798.21      6785.77  -4.08698E-02  1.04680E+00  6.75200E-01        0.0990       0.3023       0.4323       0.7058      27.2500      43.9700
 943  929  940       6788.76      6776.08      6785.77  -4.03201E-02  2.75469E-01  8.97913E-01        0.0883       0.4436       0.7801       2.3407      27.2500      43.9700
 943  930  940       6788.76      6777.25      6785.77  -3.97849E-02  2.44302E-01  8.61772E-01        0.0876       0.4515       0.9081       2.3070      27.2500      43.9700
 943  932  940       6788.76      6777.83      6785.77  -4.02213E-02  7.63255E-01  5.13185E-01        0.0899       0.4219       0.6818       1.1576      27.2500      43.9700
 943  933  940       6788.76      6779.04      6785.77  -3.98988E-02  3.34597E-01  7.19862E-01        0.0919       0.3958       1.1552       2.0609      27.2500      43.9700
 943  934  939       6788.76      6779.36      6785.38  -3.91028E-02 -4.08693E-01  1.54015E+00        0.0915       0.4040       0.9976       1.8151      20.7600      37.4500
 943  936  940       6788.76      6783.41      6785.77  -4.05830E-02  5.37529E-01  7.36630E-01        0.0852       0.4823       0.6409       1.4986      27.2500      43.9700
 943  937  940       6788.76      6783.74      6785.77  -4.13641E-02  3.23237E-01  8.32823E-01        0.0846       0.4905       0.8674       2.4106      27.2500      43.9700
 943  938  940       6788.76      6784.13      6785.77  -3.98626E-02  4.46152E-01  7.84010E-01        0.0913       0.4058       0.5977       1.4874      27.2500      43.9700
 943  939  940       6788.76      6785.38      6785.77  -3.68335E-02  1.37113E-01  7.36325E-01        0.0760       0.5885       1.7128       4.8161      27.2500      43.9700
 943  940  939       6788.76      6785.77      6785.38  -3.38220E-02  1.37789E-01  5.10572E-01        0.0952       0.3553       1.4805       3.0862      20.7600      37.4500
 943  941  940       6788.76      6786.50      6785.77  -3.77741E-02  1.43147E-01  8.50921E-01        0.0915       0.4004       1.3086       3.6785      27.2500      43.9700
 943  944  940       6788.76      6790.05      6785.77  -3.94188E-02  1.65170E-01  8.33765E-01        0.0862       0.4687       1.3375       3.6711      27.2500      43.9700
 943  947  940       6788.76      6794.28      6785.77  -3.68422E-02  4.15758E-01  5.27256E-01        0.0905       0.4149       1.0346       1.8724      27.2500      43.9700
 943  948  940       6788.76      6796.63      6785.77  -3.77224E-02  6.04491E-01  5.96475E-01        0.0856       0.4757       0.6504       1.2619      27.2500      43.9700
 943  950  940       6788.76      6797.48      6785.77  -4.02977E-02  4.93061E-01  6.16760E-01        0.0878       0.4502       0.9309       1.6856      27.2500      43.9700
 943  951  940       6788.76      6798.21      6785.77  -3.91985E-02  5.33601E-01  6.12442E-01        0.0874       0.4559       0.8533       1.4920      27.2500      43.9700
 943  952  940       6788.76      6799.25      6785.77  -3.90876E-02  8.10857E-01  3.97607E-01        0.0917       0.4003       0.7759       1.2200      27.2500      43.9700
 943  954  940       6788.76      6801.89      6785.77  -3.98294E-02  6.39275E-01  5.80487E-01        0.0895       0.4299       0.7438       1.3066      27.2500      43.9700
 943  955  940       6788.76      6802.44      6785.77  -4.03930E-02  1.59502E-01  8.34111E-01        0.0889       0.4372       1.7080       3.7866      27.2500      43.9700
 944  928  939       6790.05      6775.32      6785.38  -3.57686E-02 -3.59476E-01  1.12409E+00        0.0969       0.3320       0.3905       1.1157      20.7600      37.4500
 944  928  940       6790.05      6775.32      6785.77  -3.86596E-02 -5.58734E-01  1.56196E+00        0.0891       0.4349       0.3905       1.1157      27.2500      43.9700
 944  931  940       6790.05      6777.54      6785.77  -4.05679E-02 -3.13587E-01  1.50843E+00        0.0990       0.3020       0.3584       1.5378      27.2500      43.9700
 944  932  940       6790.05      6777.83      6785.77  -3.80267E-02 -1.53761E+00  1.82171E+00        0.0939       0.3696       0.2850       0.5426      27.2500      43.9700
 944  933  939       6790.05      6779.04      6785.38  -3.59550E-02 -8.47218E-01  1.46098E+00        0.0935       0.3773       0.5213       0.8796      20.7600      37.4500
 944  933  940       6790.05      6779.04      6785.77  -3.67683E-02 -1.15784E+00  1.90750E+00        0.0964       0.3364       0.5213       0.8796      27.2500      43.9700
 944  934  939       6790.05      6779.36      6785.38  -3.73026E-02 -2.85420E-01  1.11028E+00        0.0936       0.3770       0.3189       1.3198      20.7600      37.4500
 944  934  940       6790.05      6779.36      6785.77  -3.81753E-02 -3.70043E-01  1.41159E+00        0.0930       0.3836       0.3189       1.3198      27.2500      43.9700
 944  935  940       6790.05      6780.23      6785.77  -3.71835E-02 -9.27286E-01  1.63016E+00        0.0970       0.3268       0.3211       0.6668      27.2500      43.9700
 944  942  940       6790.05      6787.29      6785.77  -4.13888E-02 -4.49068E-01  1.68410E+00        0.0933       0.3786       0.5309       1.4602      27.2500      43.9700
 944  943  939       6790.05      6788.76      6785.38  -3.59752E-02 -4.80176E-01  1.10953E+00        0.0999       0.2894       0.2724       0.7477      20.7600      37.4500
 944  943  940       6790.05      6788.76      6785.77  -3.99570E-02 -8.27570E-01  1.61083E+00        0.0867       0.4634       0.2724       0.7477      27.2500      43.9700
 944  945  939       6790.05      6790.93      6785.38  -3.57068E-02 -3.98241E-01  1.16586E+00        0.0979       0.3167       0.4490       1.0677      20.7600      37.4500
 944  945  940       6790.05      6790.93      6785.77  -3.90503E-02 -6.54885E-01  1.66805E+00        0.0886       0.4385       0.4490       1.0677      27.2500      43.9700
 944  946  939       6790.05      6793.67      6785.38  -3.56586E-02 -2.91482E-01  1.17912E+00        0.0926       0.3871       0.5508       1.5479      20.7600      37.4500
 944  946  940       6790.05      6793.67      6785.77  -3.59009E-02 -3.68963E-01  1.47450E+00        0.0930       0.3786       0.5508       1.5479      27.2500      43.9700
 944  947  940       6790.05      6794.28      6785.77  -4.06941E-02 -1.06610E+00  1.94162E+00        0.0948       0.3571       0.5092       0.7957      27.2500      43.9700
 944  949  940       6790.05      6796.94      6785.77  -4.03710E-02 -3.86418E-01  1.58401E+00        0.0907       0.4121       0.4633       1.4317      27.2500      43.9700
 944  950  940       6790.05      6797.48      6785.77  -3.79035E-02 -1.39902E+00  1.95334E+00        0.0914       0.4020       0.4312       0.7169      27.2500      43.9700
 944  951  940       6790.05      6798.21      6785.77  -3.85039E-02 -1.27870E+00  1.81527E+00        0.0990       0.2976       0.3654       0.6441      27.2500      43.9700
 944  952  940       6790.05      6799.25      6785.77  -3.95876E-02 -1.29036E+00  1.79448E+00        0.0910       0.4070       0.2705       0.6318      27.2500      43.9700
 944  953  939       6790.05      6799.71      6785.38  -3.56743E-02 -6.21233E-01  1.37849E+00        0.0918       0.4004       0.5963       1.0975      20.7600      37.4500
 944  953  940       6790.05      6799.71      6785.77  -3.74226E-02 -8.72989E-01  1.84620E+00        0.0925       0.3922       0.5963       1.0975      27.2500      43.9700
 944  954  940       6790.05      6801.89      6785.77  -3.79836E-02 -1.43249E+00  1.81233E+00        0.0983       0.3069       0.2955       0.5977      27.2500      43.9700
 944  956  936       6790.05      6803.41      6783.41  -1.83128E-02 -1.17739E+00  2.09186E+00        0.0964       0.3289       0.3872       0.9478      64.4500      94.5600
 944  956  939       6790.05      6803.41      6785.38  -3.47534E-02 -5.98822E-01  1.22248E+00        0.0924       0.3914       0.3872       0.9478      20.7600      37.4500
 944  956  940       6790.05      6803.41      6785.77  -3.59133E-02 -8.15938E-01  1.59662E+00        0.0883       0.4416       0.3872       0.9478      27.2500      43.9700
 945  929  940       6790.93      6776.08      6785.77  -4.00364E-02  5.02765E-01  8.35297E-01        0.0901       0.4200       0.5651       1.3518      27.2500      43.9700
 945  930  940       6790.93      6777.25      6785.77  -3.93428E-02  4.53404E-01  7.84096E-01        0.0895       0.4280       0.6578       1.4349      27.2500      43.9700
 945  932  940       6790.93      6777.83      6785.77  -3.84055E-02  1.54423E+00  2.45747E-01        0.0975       0.3204       0.4939       0.7624      27.2500      43.9700
 945  933  940       6790.93      6779.04      6785.77  -3.92908E-02  6.96763E-01  5.36596E-01        0.0949       0.3562       0.7962       1.2992      27.2500      43.9700
 945  934  939       6790.93      6779.36      6785.38  -3.79678E-02 -3.96304E-01  1.29566E+00        0.0980       0.3161       0.6340       1.2455      20.7600      37.4500
 945  936  940       6790.93      6783.41      6785.77  -3.94113E-02  1.02670E+00  5.89062E-01        0.0881       0.4460       0.4643       0.9091      27.2500      43.9700
 945  937  940       6790.93      6783.74      6785.77  -4.02560E-02  5.43929E-01  7.65998E-01        0.0933       0.3799       0.6283       1.4624      27.2500      43.9700
 945  938  940       6790.93      6784.13      6785.77  -3.95743E-02  9.40324E-01  6.25910E-01        0.0914       0.4045       0.4329       0.8830      27.2500      43.9700
 945  939  940       6790.93      6785.38      6785.77  -3.56273E-02  2.63126E-01  6.12969E-01        0.0749       0.6006       1.2640       2.9217      27.2500      43.9700
 945  940  936       6790.93      6785.77      6783.41  -1.57429E-02  5.28415E-01  3.88186E-01        0.1000       0.2851       1.0083       1.8901      64.4500      94.5600
 945  940  939       6790.93      6785.77      6785.38  -3.34600E-02  2.98820E-01  3.81046E-01        0.0898       0.4263       1.0083       1.8901      20.7600      37.4500
 945  940  948       6790.93      6785.77      6796.63  -1.31049E-02  5.92722E-01  1.17069E-01        0.0988       0.3007       1.0083       1.8901      63.9800     101.9400
 945  940  951       6790.93      6785.77      6798.21  -1.68458E-02  6.46375E-01  1.14455E-01        0.0981       0.3128       1.0083       1.8901      48.3000      81.5600
 945  941  940       6790.93      6786.50      6785.77  -3.71366E-02  2.44898E-01  8.04484E-01        0.0948       0.3571       0.9608       2.3369      27.2500      43.9700
 945  944  940       6790.93      6790.05      6785.77  -3.88706E-02  3.07695E-01  7.48074E-01        0.0877       0.4500       0.9366       2.2270      27.2500      43.9700
