# line_id  wave		width
l2150      6022.89         0.22
l2151      6023.11         0.22
l2152      6023.38         0.33
l2153      6023.62         0.14
l2154      6023.77         0.16
l2155      6024.06         0.25
l2156      6024.22         0.10
l2157      6024.34         0.14
l2158      6024.59         0.23
l2159      6024.96         0.19
l2160      6025.24         0.35
l2161      6025.49         0.16
l2162      6025.71         0.28
l2163      6025.94         0.17
l2164      6026.09         0.14
l2165      6026.27         0.21
l2166      6026.56         0.14
l2167      6026.70         0.14
l2168      6026.83         0.13
l2169      6027.05         0.14
l2170      6027.24         0.19
l2171      6027.41         0.16
l2172      6027.58         0.18
l2173      6027.79         0.25
l2174      6028.12         0.39
l2175      6028.47         0.32
l2176      6028.76         0.27
l2177      6029.05         0.31
l2178      6029.31         0.20
l2179      6029.52         0.22
l2180      6029.78         0.30
l2181      6029.80         0.30
l2182      6030.12         0.18
l2183      6030.37         0.25
l2184      6030.70         0.26
l2185      6030.98         0.30
l2186      6031.21         0.17
l2187      6031.37         0.14
l2188      6031.65         0.28
l2189      6031.99         0.39
l2190      6032.31         0.26
l2191      6032.61         0.34
l2192      6033.21         0.17
l2193      6033.63         0.34
l2194      6034.35         0.18
l2195      6034.61         0.34
l2196      6035.17         0.14
l2197      6035.35         0.22
l2198      6035.60         0.29
l2199      6037.25         0.33
l2200      6037.73         0.41
l2201      6038.65         0.33
l2202      6038.94         0.26
l2203      6039.29         0.34
l2204      6039.71         0.53
l2205      6040.17         0.17
l2206      6040.34         0.19
l2207      6040.57         0.26
l2208      6040.87         0.33
l2209      6041.16         0.26
l2210      6041.37         0.15
l2211      6041.75         0.18
l2212      6041.92         0.17
l2213      6042.48         0.20
l2214      6042.67         0.19
l2215      6042.91         0.27
l2216      6044.60         0.13
l2217      6044.87         0.12
l2218      6045.87         0.32
l2219      6046.12         0.17
l2220      6046.29         0.17
l2221      6046.42         0.10
l2222      6046.66         0.12
l2223      6046.94         0.17
l2224      6047.13         0.13
l2225      6047.27         0.13
l2226      6047.73         0.44
l2227      6048.07         0.24
l2228      6048.27         0.16
l2229      6048.48         0.25
l2230      6048.66         0.12
l2231      6048.83         0.13
l2232      6049.00         0.20
l2233      6049.40         0.37
l2234      6049.73         0.29
l2235      6050.21         0.42
l2236      6050.53         0.11
l2237      6050.75         0.10
l2238      6051.00         0.11
l2239      6051.12         0.14
l2240      6051.26         0.14
l2241      6051.38         0.11
l2242      6051.51         0.15
l2243      6052.46         0.22
l2244      6052.66         0.19
l2245      6052.94         0.37
l2246      6053.46         0.21
l2247      6053.77         0.21
l2248      6054.06         0.09
l2249      6054.18         0.15
l2250      6054.37         0.22
l2251      6054.79         0.20
l2252      6055.29         0.47
l2253      6055.58         0.12
l2254      6055.77         0.25
l2255      6056.03         0.27
l2256      6056.36         0.40
l2257      6056.76         0.40
l2258      6057.04         0.16
l2259      6057.35         0.37
l2260      6057.63         0.19
l2261      6057.87         0.28
l2262      6058.21         0.40
l2263      6058.45         0.07
l2264      6058.54         0.12
l2265      6058.72         0.24
l2266      6059.01         0.35
l2267      6059.32         0.18
l2268      6059.63         0.44
l2269      6061.32         0.32
l2270      6061.81         0.29
l2271      6062.36         0.18
l2272      6062.63         0.19
l2273      6062.85         0.21
l2274      6063.10         0.18
l2275      6063.25         0.12
l2276      6063.38         0.14
l2277      6063.85         0.31
l2278      6064.63         0.35
l2279      6064.92         0.21
l2280      6065.47         0.34
l2281      6066.79         0.12
l2282      6067.17         0.11
l2283      6067.29         0.14
l2284      6067.44         0.16
l2285      6067.61         0.18
l2286      6067.81         0.22
l2287      6068.01         0.19
l2288      6068.86         0.16
l2289      6069.01         0.12
l2290      6069.19         0.25
l2291      6069.45         0.26
l2292      6071.23         0.46
l2293      6071.79         0.41
l2294      6072.15         0.30
l2295      6072.65         0.64
l2296      6073.13         0.33
l2297      6073.42         0.25
l2298      6073.61         0.12
l2299      6073.76         0.19
l2300      6074.01         0.31
l2301      6074.24         0.14
l2302      6074.41         0.20
l2303      6074.69         0.36
l2304      6075.60         0.25
l2305      6076.26         0.51
l2306      6077.26         0.16
l2307      6077.41         0.12
l2308      6077.83         0.29
l2309      6078.52         0.44
l2310      6078.90         0.31
l2311      6079.84         0.26
l2312      6080.15         0.14
l2313      6080.31         0.17
l2314      6080.51         0.24
l2315      6080.82         0.38
l2316      6081.16         0.30
l2317      6081.44         0.26
l2318      6082.10         0.19
l2319      6082.67         0.42
l2320      6083.17         0.29
l2321      6083.44         0.25
l2322      6083.72         0.32
l2323      6084.01         0.26
l2324      6084.31         0.34
l2325      6084.69         0.18
l2326      6084.89         0.23
l2327      6085.26         0.51
l2328      6086.08         0.29
l2329      6086.39         0.32
l2330      6086.63         0.16
l2331      6086.79         0.16
l2332      6090.17         0.39
l2333      6091.18         0.38
l2334      6091.49         0.24
l2335      6091.90         0.18
l2336      6092.75         0.33
l2337      6093.48         0.25
l2338      6094.02         0.33
l2339      6094.35         0.12
l2340      6094.58         0.33
l2341      6094.83         0.16
l2342      6095.12         0.41
l2343      6096.31         0.36
l2344      6096.71         0.30
l2345      6097.08         0.17
l2346      6097.25         0.19
l2347      6098.06         0.21
l2348      6098.29         0.24
l2349      6098.69         0.33
l2350      6099.04         0.20
l2351      6099.27         0.22
l2352      6099.56         0.17
l2353      6099.71         0.13
l2354      6108.12         0.33
l2355      6110.45         0.31
l2356      6110.71         0.23
l2357      6111.11         0.23
l2358      6111.57         0.70
l2359      6112.31         0.39
l2360      6114.07         0.26
l2361      6118.28         0.32
l2362      6118.76         0.49
l2363      6119.52         0.29
l2364      6125.23         0.26
l2365      6125.62         0.38
l2366      6125.92         0.15
l2367      6126.17         0.34
l2368      6126.50         0.31
l2369      6126.91         0.13
l2370      6127.40         0.35
l2371      6127.73         0.13
l2372      6128.00         0.42
l2373      6128.30         0.19
l2374      6128.51         0.23
l2375      6128.79         0.12
l2376      6128.96         0.22
l2377      6129.20         0.26
l2378      6129.42         0.17
l2379      6129.75         0.15
l2380      6129.96         0.26
l2381      6130.30         0.26
l2382      6130.57         0.27
l2383      6130.87         0.33
l2384      6131.14         0.22
l2385      6131.42         0.16
l2386      6131.66         0.32
l2387      6133.02         0.29
l2388      6133.40         0.19
l2389      6133.83         0.29
l2390      6134.11         0.28
l2391      6134.33         0.17
l2392      6134.59         0.35
l2393      6135.08         0.17
l2394      6135.35         0.36
l2395      6135.62         0.18
l2396      6135.96         0.26
l2397      6136.51         0.65
l2398      6137.08         0.44
l2399      6137.64         0.68
l2400      6138.09         0.23
l2401      6138.39         0.36
l2402      6138.79         0.16
l2403      6139.24         0.16
l2404      6140.05         0.23
l2405      6140.86         0.27
l2406      6141.07         0.16
l2407      6141.24         0.12
l2408      6141.42         0.23
l2409      6141.75         0.43
l2410      6142.10         0.28
l2411      6142.33         0.17
l2412      6142.61         0.40
l2413      6142.95         0.27
l2414      6143.21         0.25
l2415      6143.62         0.31
l2416      6144.03         0.24
l2417      6144.30         0.30
l2418      6144.53         0.15
l2419      6144.71         0.23
l2420      6145.18         0.19
l2421      6145.74         0.19
l2422      6145.92         0.18
l2423      6146.19         0.36
l2424      6147.62         0.17
l2425      6147.82         0.24
l2426      6148.04         0.21
l2427      6148.79         0.42
l2428      6149.09         0.18
l2429      6149.57         0.14
l2430      6149.71         0.18
l2431      6150.17         0.31
l2432      6150.55         0.27
l2433      6150.80         0.23
l2434      6151.16         0.19
l2435      6151.62         0.19
l2436      6151.79         0.17
l2437      6152.11         0.26
l2438      6152.44         0.26
l2439      6152.85         0.12
l2440      6153.22         0.28
l2441      6153.70         0.24
l2442      6154.16         0.41
l2443      6154.54         0.17
l2444      6154.80         0.22
l2445      6155.04         0.24
l2446      6155.22         0.12
l2447      6155.48         0.30
l2448      6155.71         0.16
l2449      6156.00         0.42
l2450      6156.90         0.13
l2451      6157.09         0.26
l2452      6157.63         0.31
l2453      6158.22         0.42
l2454      6160.25         0.25
l2455      6160.67         0.60
l2456      6161.25         0.35
l2457      6163.32         0.18
l2458      6163.50         0.19
l2459      6163.76         0.32
l2460      6164.22         0.32
l2461      6164.71         0.31
l2462      6165.10         0.26
l2463      6165.37         0.28
l2464      6165.63         0.23
l2465      6166.10         0.21
l2466      6166.42         0.42
l2467      6166.76         0.26
l2468      6166.96         0.15
l2469      6167.09         0.11
l2470      6167.31         0.14
l2471      6167.50         0.24
l2472      6167.85         0.47
l2473      6168.16         0.13
l2474      6168.46         0.47
l2475      6175.12         0.25
l2476      6175.35         0.22
l2477      6175.57         0.19
l2478      6175.75         0.17
l2479      6175.91         0.16
l2480      6176.17         0.17
l2481      6176.33         0.13
l2482      6176.54         0.29
l2483      6176.78         0.19
l2484      6176.93         0.12
l2485      6177.23         0.47
l2486      6177.52         0.12
l2487      6177.68         0.20
l2488      6177.83         0.10
l2489      6178.00         0.23
l2490      6178.29         0.37
l2491      6178.57         0.18
l2492      6178.73         0.14
l2493      6178.90         0.19
l2494      6179.04         0.11
l2495      6179.19         0.17
l2496      6179.33         0.11
l2497      6179.48         0.20
l2498      6179.82         0.19
l2499      6179.97         0.15
l2500      6180.21         0.33
l2501      6180.44         0.12
l2502      6180.78         0.16
l2503      6181.10         0.19
l2504      6181.29         0.12
l2505      6181.44         0.18
l2506      6181.72         0.38
l2507      6182.01         0.20
l2508      6182.19         0.16
l2509      6182.40         0.26
l2510      6182.60         0.15
l2511      6182.77         0.18
l2512      6182.98         0.25
l2513      6183.19         0.16
l2514      6183.43         0.32
l2515      6183.75         0.24
l2516      6183.96         0.17
l2517      6184.13         0.17
l2518      6184.55         0.40
l2519      6184.85         0.21
l2520      6185.09         0.28
l2521      6185.29         0.11
l2522      6185.50         0.31
l2523      6185.75         0.20
l2524      6185.95         0.19
l2525      6186.13         0.19
l2526      6186.99         0.20
l2527      6187.18         0.19
l2528      6187.38         0.19
l2529      6187.58         0.22
l2530      6187.78         0.18
l2531      6188.13         0.26
l2532      6188.56         0.21
l2533      6188.79         0.25
l2534      6189.03         0.23
l2535      6189.27         0.25
l2536      6189.48         0.17
l2537      6189.67         0.22
l2538      6190.39         0.12
l2539      6190.55         0.20
l2540      6190.78         0.26
l2541      6191.00         0.17
l2542      6191.20         0.23
l2543      6191.38         0.17
l2544      6191.63         0.35
l2545      6191.91         0.19
l2546      6192.20         0.20
l2547      6192.38         0.17
l2548      6192.54         0.14
l2549      6192.84         0.47
l2550      6193.15         0.13
l2551      6193.37         0.31
l2552      6193.65         0.25
l2553      6193.83         0.13
l2554      6194.06         0.33
l2555      6194.37         0.27
l2556      6194.60         0.21
l2557      6194.80         0.22
l2558      6195.00         0.15
l2559      6195.19         0.21
l2560      6195.38         0.18
l2561      6195.66         0.16
l2562      6195.87         0.25
l2563      6196.11         0.23
l2564      6196.37         0.29
l2565      6196.67         0.31
l2566      6197.07         0.26
l2567      6197.72         0.14
l2568      6198.08         0.22
l2569      6198.34         0.30
l2570      6198.65         0.31
l2571      6199.11         0.62
l2572      6199.58         0.38
l2573      6200.27         0.33
l2574      6200.67         0.23
l2575      6200.98         0.38
l2576      6201.74         0.32
l2577      6201.99         0.18
l2578      6202.34         0.40
l2579      6202.71         0.19
l2580      6202.88         0.14
l2581      6203.03         0.15
l2582      6203.28         0.36
l2583      6203.59         0.26
l2584      6203.93         0.18
l2585      6204.17         0.31
l2586      6204.42         0.18
l2587      6204.58         0.14
l2588      6204.78         0.26
l2589      6205.02         0.24
l2590      6205.23         0.17
l2591      6205.48         0.33
l2592      6205.70         0.11
l2593      6205.92         0.35
l2594      6206.34         0.30
l2595      6206.63         0.28
l2596      6206.90         0.26
l2597      6207.25         0.22
l2598      6207.42         0.11
l2599      6207.60         0.22
l2600      6207.85         0.28
l2601      6208.12         0.18
l2602      6208.44         0.25
l2603      6208.66         0.19
l2604      6208.94         0.38
l2605      6209.40         0.31
l2606      6209.60         0.10
l2607      6210.31         0.17
l2608      6210.46         0.13
l2609      6210.67         0.29
l2610      6210.96         0.29
l2611      6211.31         0.26
l2612      6211.50         0.13
l2613      6211.66         0.18
l2614      6211.94         0.37
l2615      6212.27         0.24
l2616      6212.55         0.32
l2617      6212.83         0.25
l2618      6213.13         0.34
l2619      6213.44         0.29
l2620      6213.80         0.43
l2621      6214.21         0.38
l2622      6214.49         0.18
l2623      6214.69         0.21
l2624      6216.00         0.36
l2625      6216.42         0.48
l2626      6216.78         0.23
l2627      6217.08         0.33
l2628      6217.46         0.29
l2629      6217.74         0.27
l2630      6218.15         0.24
l2631      6218.39         0.24
l2632      6218.58         0.15
l2633      6218.73         0.14
l2634      6218.88         0.16
l2635      6219.04         0.16
l2636      6219.25         0.23
l2637      6219.47         0.23
l2638      6219.96         0.39
l2639      6220.21         0.11
l2640      6220.45         0.36
l2641      6220.73         0.21
l2642      6220.89         0.12
l2643      6221.03         0.15
l2644      6221.17         0.13
l2645      6221.29         0.12
l2646      6221.58         0.47
l2647      6222.94         0.12
l2648      6223.07         0.14
l2649      6223.23         0.17
l2650      6224.42         0.46
l2651      6225.26         0.19
l2652      6225.45         0.18
l2653      6225.65         0.21
l2654      6225.82         0.14
l2655      6226.00         0.22
l2656      6226.19         0.16
l2657      6226.31         0.10
l2658      6226.43         0.14
l2659      6226.67         0.35
l2660      6226.96         0.23
l2661      6227.13         0.10
l2662      6228.13         0.15
l2663      6228.63         0.37
l2664      6228.94         0.25
l2665      6229.19         0.25
l2666      6229.46         0.29
l2667      6229.73         0.26
l2668      6229.96         0.23
l2669      6230.31         0.47
l2670      6230.79         0.47
l2671      6231.16         0.28
l2672      6231.37         0.14
l2673      6231.50         0.13
l2674      6231.76         0.38
l2675      6232.13         0.36
l2676      6232.50         0.12
l2677      6232.64         0.16
l2678      6232.82         0.19
l2679      6233.13         0.45
l2680      6233.54         0.37
l2681      6234.20         0.26
l2682      6234.42         0.19
l2683      6234.63         0.24
l2684      6234.94         0.40
l2685      6235.30         0.32
l2686      6235.54         0.16
l2687      6236.10         0.18
l2688      6236.38         0.37
l2689      6236.63         0.15
l2690      6236.78         0.14
l2691      6236.92         0.14
l2692      6237.25         0.51
l2693      6237.75         0.11
l2694      6237.88         0.15
l2695      6238.12         0.33
l2696      6238.50         0.31
l2697      6238.79         0.27
l2698      6239.09         0.34
l2699      6239.46         0.39
l2700      6239.75         0.21
l2701      6239.93         0.15
l2702      6240.10         0.19
l2703      6240.25         0.10
l2704      6240.40         0.19
l2705      6241.40         0.37
l2706      6241.75         0.35
l2707      6242.31         0.37
l2708      6242.96         0.91
l2709      6243.50         0.17
l2710      6243.79         0.12
l2711      6243.96         0.21
l2712      6244.23         0.32
l2713      6244.67         0.11
l2714      6244.86         0.28
l2715      6245.19         0.37
l2716      6245.50         0.17
l2717      6245.83         0.17
l2718      6246.05         0.27
l2719      6246.35         0.32
l2720      6246.68         0.35
l2721      6246.94         0.17
l2722      6247.13         0.21
l2723      6247.36         0.23
l2724      6247.67         0.41
l2725      6248.12         0.47
l2726      6248.48         0.25
l2727      6248.69         0.18
l2728      6249.40         0.15
l2729      6249.64         0.34
l2730      6249.90         0.21
l2731      6250.11         0.22
l2732      6250.32         0.22
l2733      6250.57         0.22
l2734      6250.75         0.15
l2735      6251.18         0.19
l2736      6251.42         0.27
l2737      6251.91         0.45
l2738      6252.24         0.22
l2739      6252.56         0.43
l2740      6253.05         0.55
l2741      6254.74         0.18
l2742      6254.96         0.25
l2743      6255.25         0.34
l2744      6255.67         0.27
l2745      6255.94         0.25
l2746      6256.18         0.12
l2747      6256.38         0.27
l2748      6256.60         0.19
l2749      6256.92         0.44
l2750      6257.23         0.18
l2751      6257.50         0.35
l2752      6257.79         0.25
l2753      6258.14         0.44
l2754      6258.60         0.49
l2755      6259.03         0.35
l2756      6259.28         0.15
l2757      6259.43         0.16
l2758      6259.56         0.10
l2759      6259.67         0.11
l2760      6259.79         0.13
l2761      6260.00         0.29
l2762      6260.21         0.15
l2763      6260.44         0.30
l2764      6261.04         0.89
l2765      6261.56         0.17
l2766      6261.79         0.29
l2767      6262.07         0.26
l2768      6262.32         0.23
l2769      6262.52         0.18
l2770      6262.67         0.13
l2771      6262.81         0.13
l2772      6262.98         0.21
l2773      6263.28         0.40
l2774      6263.71         0.19
l2775      6263.96         0.29
l2776      6264.28         0.36
l2777      6264.60         0.33
l2778      6264.88         0.21
l2779      6265.21         0.47
l2780      6265.53         0.15
l2781      6265.99         0.24
l2782      6266.16         0.10
l2783      6266.34         0.26
l2784      6266.58         0.22
l2785      6266.94         0.28
l2786      6267.29         0.13
l2787      6267.46         0.21
l2788      6267.65         0.17
l2789      6267.82         0.18
l2790      6268.00         0.17
l2791      6268.16         0.16
l2792      6268.88         0.34
l2793      6269.14         0.18
l2794      6269.48         0.22
l2795      6269.79         0.20
l2796      6270.06         0.18
l2797      6270.53         0.07
l2798      6270.88         0.13
l2799      6271.04         0.17
l2800      6271.27         0.30
l2801      6271.50         0.15
l2802      6271.68         0.22
l2803      6271.89         0.20
l2804      6272.06         0.14
l2805      6272.31         0.25
l2806      6272.55         0.23
l2807      6272.79         0.23
l2808      6273.01         0.23
l2809      6273.42         0.25
l2810      6273.85         0.16
l2811      6274.01         0.16
l2812      6274.28         0.38
l2813      6274.62         0.27
l2814      6274.97         0.26
l2815      6275.34         0.20
l2816      6275.62         0.36
l2817      6275.92         0.24
l2818      6276.22         0.36
l2819      6276.63         0.19
l2820      6276.91         0.26
l2821      6277.17         0.26
l2822      6277.65         0.33
l2823      6277.92         0.21
l2824      6278.32         0.35
l2825      6279.33         0.52
l2826      6279.97         0.26
l2827      6280.27         0.33
l2828      6280.69         0.52
l2829      6281.14         0.14
l2830      6281.29         0.17
l2831      6281.51         0.27
l2832      6281.79         0.28
l2833      6282.02         0.18
l2834      6282.33         0.43
l2835      6282.98         0.29
l2836      6283.23         0.21
l2837      6284.18         0.32
l2838      6284.48         0.29
l2839      6284.79         0.31
l2840      6285.11         0.34
l2841      6285.37         0.18
l2842      6285.85         0.31
l2843      6286.31         0.18
l2844      6286.50         0.21
l2845      6286.79         0.36
l2846      6287.08         0.21
l2847      6287.33         0.31
l2848      6287.71         0.29
l2849      6288.08         0.45
l2850      6288.42         0.24
l2851      6288.78         0.12
l2852      6289.03         0.14
l2853      6290.08         0.13
l2854      6290.21         0.12
l2855      6290.35         0.16
l2856      6290.50         0.16
l2857      6290.65         0.14
l2858      6290.91         0.37
l2859      6291.21         0.23
l2860      6291.46         0.29
l2861      6291.94         0.13
l2862      6292.08         0.17
l2863      6292.26         0.19
l2864      6292.44         0.18
l2865      6292.58         0.11
l2866      6292.79         0.33
l2867      6293.04         0.17
l2868      6293.24         0.22
l2869      6293.54         0.18
l2870      6293.73         0.20
l2871      6294.00         0.33
l2872      6294.32         0.32
l2873      6294.54         0.12
l2874      6295.02         0.63
l2875      6295.46         0.25
l2876      6295.91         0.38
l2877      6296.23         0.25
l2878      6296.56         0.42
l2879      6296.84         0.14
l2880      6297.02         0.21
l2881      6297.19         0.13
l2882      6297.37         0.24
l2883      6297.81         0.63
l2884      6298.86         0.34
l2885      6299.16         0.26
l2886      6299.35         0.12
l2887      6299.58         0.34
l2888      6300.36         0.40
l2889      6300.67         0.23
l2890      6301.14         0.22
l2891      6301.51         0.35
l2892      6301.78         0.18
l2893      6301.92         0.09
l2894      6302.04         0.15
l2895      6302.27         0.16
l2896      6302.49         0.27
l2897      6302.71         0.17
l2898      6302.89         0.20
l2899      6303.07         0.16
l2900      6303.22         0.15
l2901      6303.42         0.25
l2902      6303.77         0.45
l2903      6304.09         0.11
l2904      6304.23         0.16
l2905      6304.41         0.20
l2906      6304.58         0.13
l2907      6304.68         0.08
l2908      6304.88         0.31
l2909      6305.24         0.22
l2910      6305.63         0.57
l2911      6306.04         0.23
l2912      6306.27         0.24
l2913      6306.51         0.24
l2914      6307.34         0.35
l2915      6307.80         0.35
l2916      6308.26         0.47
l2917      6308.77         0.16
l2918      6309.12         0.21
l2919      6309.43         0.42
l2920      6309.71         0.14
l2921      6310.06         0.53
l2922      6310.38         0.09
l2923      6310.50         0.16
l2924      6310.63         0.11
l2925      6310.88         0.39
l2926      6311.21         0.27
l2927      6311.63         0.57
l2928      6312.21         0.57
l2929      6312.58         0.19
l2930      6312.75         0.15
l2931      6313.00         0.34
l2932      6313.31         0.17
l2933      6313.55         0.30
l2934      6313.92         0.24
l2935      6314.23         0.37
l2936      6314.49         0.16
l2937      6314.69         0.25
l2938      6314.71         0.23
l2939      6315.32         0.24
l2940      6315.53         0.18
l2941      6315.88         0.35
l2942      6316.42         0.27
l2943      6317.42         0.32
l2944      6317.70         0.24
l2945      6318.04         0.44
l2946      6318.33         0.14
l2947      6318.51         0.22
l2948      6318.78         0.32
l2949      6319.21         0.35
l2950      6319.44         0.11
l2951      6319.79         0.49
l2952      6320.12         0.18
l2953      6320.38         0.28
l2954      6320.71         0.39
l2955      6321.04         0.26
l2956      6321.81         0.48
l2957      6322.29         0.47
l2958      6322.67         0.29
l2959      6322.96         0.28
l2960      6323.32         0.40
l2961      6323.67         0.30
l2962      6323.90         0.15
l2963      6324.07         0.20
l2964      6324.93         0.23
l2965      6325.20         0.30
l2966      6325.51         0.34
l2967      6325.75         0.15
l2968      6326.13         0.34
l2969      6326.92         0.41
l2970      6327.22         0.19
l2971      6327.62         0.59
l2972      6328.09         0.37
l2973      6328.39         0.23
l2974      6328.67         0.15
l2975      6329.41         0.18
l2976      6329.57         0.14
l2977      6329.71         0.15
l2978      6330.73         0.28
l2979      6331.01         0.12
l2980      6331.16         0.17
l2981      6331.36         0.23
l2982      6331.69         0.43
l2983      6332.03         0.26
l2984      6332.34         0.37
l2985      6332.81         0.13
l2986      6333.24         0.36
l2987      6333.75         0.19
l2988      6334.04         0.23
l2989      6334.34         0.39
l2990      6334.66         0.24
l2991      6334.70         0.16
l2992      6334.94         0.32
l2993      6335.40         0.59
l2994      6335.82         0.23
l2995      6336.12         0.38
l2996      6336.42         0.17
l2997      6336.56         0.12
l2998      6336.84         0.35
l2999      6337.12         0.19
l3000      6337.26         0.10
l3001      6337.41         0.20
l3002      6338.43         0.16
l3003      6338.59         0.16
l3004      6338.81         0.29
l3005      6339.19         0.45
l3006      6339.92         0.39
l3007      6340.22         0.20
l3008      6340.42         0.19
l3009      6340.59         0.16
l3010      6340.76         0.18
l3011      6341.01         0.32
l3012      6341.46         0.25
l3013      6341.73         0.29
l3014      6342.02         0.30
l3015      6343.45         0.23
l3016      6343.79         0.19
l3017      6344.10         0.45
l3018      6345.63         0.31
l3019      6345.88         0.18
l3020      6346.13         0.32
l3021      6346.50         0.19
l3022      6346.67         0.15
l3023      6346.89         0.30
l3024      6347.10         0.12
l3025      6347.25         0.17
l3026      6347.57         0.48
l3027      6347.90         0.17
l3028      6348.49         0.39
l3029      6348.77         0.20
l3030      6349.07         0.40
l3031      6349.41         0.27
l3032      6349.63         0.19
l3033      6349.90         0.37
l3034      6351.29         0.44
l3035      6351.60         0.19
l3036      6351.83         0.25
l3037      6352.06         0.22
l3038      6352.28         0.22
l3039      6352.92         0.40
l3040      6353.31         0.33
l3041      6353.58         0.19
l3042      6353.78         0.22
l3043      6354.11         0.24
l3044      6355.09         0.33
l3045      6355.37         0.22
l3046      6356.14         0.16
l3047      6356.33         0.23
l3048      6356.58         0.25
l3049      6356.96         0.34
l3050      6357.27         0.29
l3051      6357.60         0.36
l3052      6357.86         0.16
l3053      6358.28         0.28
l3054      6358.67         0.49
l3055      6359.30         0.26
l3056      6359.65         0.21
l3057      6359.92         0.35
l3058      6360.21         0.24
l3059      6360.45         0.24
l3060      6360.69         0.24
l3061      6360.89         0.16
l3062      6361.13         0.17
l3063      6361.32         0.19
l3064      6361.46         0.09
l3065      6361.69         0.38
l3066      6362.30         0.47
l3067      6362.92         0.43
l3068      6363.33         0.25
l3069      6363.81         0.32
l3070      6364.12         0.30
l3071      6364.35         0.17
l3072      6364.60         0.32
l3073      6365.00         0.51
l3074      6365.48         0.44
l3075      6365.84         0.28
l3076      6366.06         0.16
l3077      6366.32         0.35
l3078      6366.55         0.12
l3079      6366.96         0.13
l3080      6367.29         0.31
l3081      6367.50         0.13
l3082      6367.63         0.13
l3083      6367.79         0.19
l3084      6368.54         0.39
l3085      6368.83         0.19
l3086      6369.21         0.57
l3087      6369.78         0.54
l3088      6370.13         0.16
l3089      6370.34         0.26
l3090      6370.58         0.23
l3091      6370.91         0.42
l3092      6371.33         0.42
l3093      6371.82         0.35
l3094      6372.23         0.47
l3095      6372.66         0.32
l3096      6372.98         0.32
l3097      6373.46         0.25
l3098      6373.69         0.20
l3099      6373.84         0.13
l3100      6374.19         0.56
l3101      6374.75         0.41
l3102      6375.17         0.39
l3103      6375.59         0.18
l3104      6375.82         0.28
l3105      6376.03         0.14
l3106      6376.31         0.43
l3107      6377.00         0.72
l3108      6377.43         0.14
l3109      6378.04         0.39
l3110      6378.33         0.20
l3111      6378.81         0.44
l3112      6379.14         0.22
l3113      6379.36         0.22
l3114      6379.68         0.42
l3115      6379.98         0.20
l3116      6380.19         0.20
l3117      6380.38         0.18
l3118      6380.56         0.18
l3119      6380.74         0.18
l3120      6381.08         0.49
l3121      6381.42         0.21
l3122      6381.58         0.11
l3123      6381.75         0.15
l3124      6381.98         0.33
l3125      6382.22         0.14
l3126      6382.37         0.15
l3127      6382.64         0.40
l3128      6382.94         0.20
l3129      6383.37         0.42
l3130      6383.83         0.32
l3131      6384.07         0.16
l3132      6384.24         0.18
l3133      6384.62         0.37
l3134      6384.90         0.19
l3135      6385.13         0.28
l3136      6385.41         0.28
l3137      6386.51         0.89
l3138      6387.60         0.62
l3139      6388.04         0.26
l3140      6388.49         0.36
l3141      6388.79         0.23
l3142      6389.16         0.52
l3143      6389.54         0.25
l3144      6389.92         0.31
l3145      6391.04         0.31
l3146      6391.26         0.14
l3147      6391.45         0.24
l3148      6391.73         0.33
l3149      6392.08         0.37
l3150      6392.36         0.18
l3151      6392.54         0.19
l3152      6392.95         0.20
l3153      6393.13         0.15
l3154      6393.32         0.24
l3155      6393.62         0.37
l3156      6393.99         0.38
l3157      6394.49         0.23
l3158      6394.95         0.65
l3159      6395.44         0.21
l3160      6395.60         0.13
l3161      6395.91         0.48
l3162      6396.33         0.29
l3163      6396.74         0.53
l3164      6397.08         0.16
l3165      6397.28         0.23
l3166      6397.55         0.32
l3167      6398.20         0.31
l3168      6398.48         0.25
l3169      6398.84         0.48
l3170      6399.19         0.21
l3171      6399.42         0.25
l3172      6400.35         0.28
l3173      6400.62         0.25
l3174      6400.96         0.43
l3175      6401.37         0.40
l3176      6401.72         0.31
l3177      6401.98         0.20
l3178      6402.17         0.19
l3179      6402.40         0.25
l3180      6402.66         0.28
l3181      6402.88         0.16
l3182      6403.03         0.14
l3183      6403.33         0.46
l3184      6403.70         0.27
l3185      6404.08         0.27
l3186      6404.33         0.16
l3187      6404.48         0.13
l3188      6404.66         0.23
l3189      6404.95         0.35
l3190      6405.29         0.35
l3191      6405.58         0.23
l3192      6405.82         0.23
l3193      6406.02         0.18
l3194      6406.21         0.20
l3195      6406.45         0.28
l3196      6406.69         0.20
l3197      6406.84         0.11
l3198      6407.05         0.22
l3199      6407.41         0.26
l3200      6407.66         0.24
l3201      6408.00         0.42
l3202      6408.48         0.20
l3203      6408.65         0.14
l3204      6409.43         0.19
l3205      6409.69         0.32
l3206      6410.37         0.18
l3207      6410.54         0.17
l3208      6410.80         0.16
l3209      6410.98         0.20
l3210      6411.26         0.36
l3211      6411.65         0.42
l3212      6411.96         0.19
l3213      6412.16         0.20
l3214      6412.39         0.27
l3215      6412.79         0.39
l3216      6413.71         0.27
l3217      6414.06         0.45
l3218      6414.40         0.22
l3219      6415.15         0.35
l3220      6415.47         0.34
l3221      6415.77         0.25
l3222      6416.01         0.24
l3223      6416.25         0.25
l3224      6416.44         0.13
l3225      6416.68         0.24
